review_text,rating,review_date,thumbs_up_count,app_version
I have used The app one off the best music 🎵🎶 app....Tera aa mera aa rishtaaa purana,4,2026-06-30 12:15:16,0,9.1.60.1970
nice songs app,5,2026-06-30 12:11:26,0,9.0.46.496
❣️,5,2026-06-30 12:10:07,0,
ya no puedo ver mis playlist en el telefono,1,2026-06-30 12:07:31,1,9.1.60.1970
it was good but there are so many adds and always add to go premium .,5,2026-06-30 12:07:06,0,
2 ads after every 3 or 4 listens is kinda frustrating… but the overall quality is fine.,3,2026-06-30 12:05:31,0,9.1.60.1970
"Overall, as a free user. I got frustrated, bought Premium Standard. Now for lossless its asking to pay for Premium Platinum. Bruhhhhh. 😑",3,2026-06-30 12:04:52,0,9.1.60.1970
this is verrrry good app i love it 😘😚😙,5,2026-06-30 12:02:38,0,
Great app,5,2026-06-30 12:00:07,0,9.1.60.1970
dependable app,5,2026-06-30 12:00:03,0,9.1.60.1970
cool,5,2026-06-30 11:59:58,0,9.1.60.1970
it keeps bringing me to audo that are NOT ON Spotify even when I dont allow it so I have to uninstall Spotify when wanting to listen to my audio even when Spotify doesn't have permissions to use it. and now when I listen MY Playlist it just doesn't play MY SONGS.and then I have to stop what im doing and fix it,1,2026-06-30 11:57:44,1,9.1.60.1970
I have premium with the family plan and it's just amazing for music in general,5,2026-06-30 11:56:53,0,9.1.60.1970
good,5,2026-06-30 11:56:30,0,9.1.60.1970
Always had the premium version and never any conplaints! Love it so much.,5,2026-06-30 11:50:39,0,9.1.60.1970
awesome,5,2026-06-30 11:50:30,0,9.1.60.1970
"Spotify is a top-notch app for music & podcasts and so much more. I love how easy it is to seamlessly connect other devices (like my TV) when I want to continue to watch or listen to content there. I have never had a song stop playing to buffer either. If you can't find the music you want to listen to on it, I would question whether it even exists. ❤️🤷‍♂️",5,2026-06-30 11:49:36,0,9.1.60.1970
original,5,2026-06-30 11:49:13,0,9.1.60.1970
nice,4,2026-06-30 11:47:59,0,9.1.60.1970
so good,5,2026-06-30 11:47:05,0,9.1.60.1970
Great!,5,2026-06-30 11:45:57,0,9.1.60.1970
"This is a very good music app, this is very good",5,2026-06-30 11:45:26,0,9.1.60.1970
love it,1,2026-06-30 11:41:10,0,9.1.60.1970
"very good... I'm very Happy this app.good music,good sound..",4,2026-06-30 11:36:58,0,
"Recently, I've been getting three plus ads just after one song. One to two minutes average per one song, then immediately I get hit with four ads in a row. At this point, you're listening to more ads than music, and the only ""solution"" is to pay a ridiculous amount of money for premium, but from what I can tell, it's not even worth it and barely has any affect anyways. And when I start a playlist, half of the time, it plays several random songs before it plays one that's actually in my playlist.",1,2026-06-30 11:35:14,0,9.1.60.1970
Bring back the 4x1 widget. I don't want the 4x2 version. Waste of space!,1,2026-06-30 11:34:38,0,9.1.60.1970
idk what to type here,5,2026-06-30 11:32:38,0,
vah bhai maja a gaya bhai bahut badhiya bahut badhiya maja a gaya bhai Maja,5,2026-06-30 11:31:12,0,9.1.52.1394
this app is very useful but this app has primium membership,4,2026-06-30 11:27:53,0,9.1.60.1970
the ads are disturbing me,1,2026-06-30 11:25:57,0,9.1.60.1970
Nice,5,2026-06-30 11:25:18,0,
keeps glitching and won't load just has a black screen,1,2026-06-30 11:24:51,0,9.0.94.274
Love Spotify my son has music he wrote and plays in his albums he has always loved music as well as his songs give him a way to deal with a lot of the issues of life he’s gone through rather then other outlets he could be doing! So not only does it hav hrs of awesome artists and songs ….. I get to listen to my talented and creative and passionate son venting in his songs the good times and the some bad days as we all experience xoxo,5,2026-06-30 11:24:03,0,
cool,5,2026-06-30 11:20:32,0,9.1.60.1970
"skrg apa"" premium, iklan yg awalnya cuma 1 ditambah tambah terus smpe 4",1,2026-06-30 11:17:31,0,
"worst aap in the history of music listening apps, everytime it asks for taking premium and it only plays 1-2 song back to back and then 2-3 ads, my question is what is this.? I suggest nobody should download it, use other apps that give you ads free listening..",1,2026-06-30 11:14:55,0,9.1.60.1970
fabulous,5,2026-06-30 11:14:35,0,
Grateful!,5,2026-06-30 11:10:25,0,9.1.60.1970
everything is pad,1,2026-06-30 11:09:16,0,9.1.60.1970
I've Enjoyed Growing Step By Step. Oh how we have grown.,5,2026-06-30 11:07:14,0,9.1.60.1970
pehele se ab 99% adv band ho gaye h.....bole toh jhakkkaaasssssss🤗😀👌🏻,5,2026-06-30 11:06:51,0,9.1.60.1970
used app for over 10yrs.. as well as premium. it's a solid music app. very very rarely have i had connection issues coming from there servers.,5,2026-06-30 11:04:58,0,9.1.60.1970
I love this app,4,2026-06-30 11:04:42,0,9.1.60.1970
The better application for listen music,5,2026-06-30 11:02:39,0,9.1.60.1970
"great aap ,great music... but their plan sucks, they don't have yearly plan and it deducts randondom amount on autopay mode .....",1,2026-06-30 11:01:02,0,9.1.60.1970
realllyyyy the best music appl,5,2026-06-30 10:58:06,0,
"provides a good platform but the changed the payment structure forcing you to pay more. I was on premium duo for a long time, now the option got taken away and no longer available making it more expensive.",1,2026-06-30 10:55:22,0,9.1.60.1970
Still using Spotify & continues to be my favorite music app . Can't find a better one . If I could give it more stars I would ⭐⭐⭐⭐⭐⭐,5,2026-06-30 10:55:18,15,9.1.60.1970
good,5,2026-06-30 10:53:00,0,9.1.60.1970
"Music experience is good, however, podcast experience is awful. Getting tired of video and audio podcast just being a laggy mess even when downloading. Maybe it's time for YouTube Music.",2,2026-06-30 10:52:17,0,9.1.60.1970
Subscription ke baad 🔥,5,2026-06-30 10:52:11,0,9.1.60.1970
awesome 👍,5,2026-06-30 10:51:20,0,9.1.60.1970
this app has gone even low by only giving you to listen 2 songs then gives pop ups for premium WHERE THE PRICE HAS ALSO GROWNN!!,1,2026-06-30 10:49:47,0,9.1.60.1970
simple and friendly,5,2026-06-30 10:49:33,0,9.1.60.1970
Its my source of music that takes me to a happy place,5,2026-06-30 10:46:37,0,9.1.60.1970
"I love this app! I can make many Playlists for different things. you can listen to music, podcasts, and watch videos from your favorite creators (not just music artists). My only complaints is that I can not name my folders if I place Playlists into a folder and on the free version there are ads you have to listen to every 20-30 minutes. Edit: you can name the folders now! I enjoy this so much, now my only complaint is the ads on the free version that happen every 20-30 minutes or so.",4,2026-06-30 10:45:15,2,9.1.60.1970
very good 👍 to be a long night,5,2026-06-30 10:44:56,0,9.1.60.1970
total disaster,1,2026-06-30 10:44:38,0,9.1.60.1970
best but apple music is better,5,2026-06-30 10:43:04,0,9.1.60.1970
need premium to select and skip a song..... and they say if you want to skip pay 200... wow most useless music app in history of mankind,1,2026-06-30 10:43:00,0,9.1.52.1394
very good,5,2026-06-30 10:42:59,0,9.1.60.1970
good,5,2026-06-30 10:41:56,0,9.1.60.1970
"Wow! A great App, I'm really enjoying it for personal, family, and corporate devotions and worship. I wholly recommend it to everyone. Thank you to the Spotify team for designing this wonderful App. Abundant blessings.",5,2026-06-30 10:39:45,1,9.1.60.1970
This app is very good this is very good then gana app,5,2026-06-30 10:39:39,0,9.1.60.1970
Spotify keeps crashing and failing to load more than a few seconds of a song at a time. Wi-Fi and LTE is working fine and app is freshly re-installed.,5,2026-06-30 10:36:47,1,8.6.42.671
Very good experience And it shows lyrics to clear doubts that what it is singing,5,2026-06-30 10:29:10,0,9.1.60.1970
doesn't wanna work this app,1,2026-06-30 10:27:43,0,9.1.60.1970
🫶🫶🫶,5,2026-06-30 10:25:03,0,
too many ads in this app it's so disgusting to listen songs,2,2026-06-30 10:24:39,0,9.1.34.2060
perfect music app,5,2026-06-30 10:23:58,0,
"Every song that comes to mind, at your fingertips. I cannot convey how Spotify has transformed my musical experience for the better.",5,2026-06-30 10:23:47,0,9.1.60.1970
I have found all the songs I've looked for,5,2026-06-30 10:22:01,0,9.1.60.1970
👍ok super,5,2026-06-30 10:21:59,1,9.1.60.1970
"awesome music app, just wish it had more songs",4,2026-06-30 10:21:26,0,9.1.58.1567
"Spotify has started to disappoint consistently. They vibe coded app is not just opening anymore. Come on, its expected better from you.",2,2026-06-30 10:19:22,1,9.1.60.1970
perfect music experience!,5,2026-06-30 10:15:51,0,9.1.60.1970
very sweet and reliable app,5,2026-06-30 10:15:28,0,9.1.56.574
loveeeeeeeeeeee itttttttttttttttttt,5,2026-06-30 10:08:48,0,9.1.60.1970
very nice game,5,2026-06-30 10:08:20,0,
good 👍🏻,5,2026-06-30 10:07:26,0,8.9.4.304
where is my disco icon,1,2026-06-30 10:05:34,0,9.1.60.1970
Love the Playlists Spotify creates for me. I haven't heard some of these favorites in decades!,5,2026-06-30 09:57:35,0,9.1.60.1970
"I get you wanna sell your premium,, but whats the point of genuinely ruining the experience by adding so many adds and removing the most barest minimum features for users who have been using Spotify for years.. genuinely disappointing. can't even listen to 2 songs in peace without advertisements ruining the experience. its like 10 advertisements between just 3 songs.. while when I made a new account,, no ads were shown at all neither were any features like playing songs on my own removed.",1,2026-06-30 09:55:40,0,9.1.60.1970
ad 😡,2,2026-06-30 09:52:39,0,9.0.68.632
"GAUSAH DIDOWNLOAD APLIKASI INI, IKLANNYA LEBIH PANJANG DARIPADA LAGUNYA!!!!!!????!!!!",1,2026-06-30 09:51:47,0,
All that money and the app still can't play a 10hr audio file from my phone through the night while connected to wifi without closing the app. pathetic.,1,2026-06-30 09:49:46,0,9.1.60.1970
awsome love the music videos that come with it,5,2026-06-30 09:48:10,0,9.1.60.1970
i like this app playlist,5,2026-06-30 09:45:15,0,9.1.58.1567
my All time favourite 😍 my happiness with dress buster,5,2026-06-30 09:43:48,0,9.1.58.1567
one of a kind,5,2026-06-30 09:43:25,0,9.1.60.1970
I like it 👌,5,2026-06-30 09:42:08,0,9.1.60.1970
it is great for music,5,2026-06-30 09:41:25,0,9.1.58.1567
worst App for songs,1,2026-06-30 09:39:59,0,9.1.60.1970
wanna break from bad rating?,1,2026-06-30 09:37:55,0,9.1.56.574
I am enjoying the various offerings available. The enjoyable offerings are refreshing in many ways.,5,2026-06-30 09:30:35,0,9.1.60.1970
it's good but the ads are just annoying but who cares,5,2026-06-30 09:29:45,0,
help me,5,2026-06-30 09:29:22,0,
very best app,5,2026-06-30 09:28:20,0,
Could not find genre of any song (not in the search). Seems like it should be as this is one of the biggest music applicatioms.,3,2026-06-30 09:23:53,0,9.1.60.1970
great,5,2026-06-30 09:19:42,0,9.1.60.1970
I hope everyone who runs this app drowns in feces.,1,2026-06-30 09:18:47,63,9.1.60.1970
"JUDAS, JUDA-AH AH JUDAS, JUDA AH AH",5,2026-06-30 09:18:22,0,
very nice,5,2026-06-30 09:18:02,0,
"(Originally 2 stars.) Fine app, way too many ads. Every time I get an ad it's already 3 ads or 6. Disappointed (New response, still 2, if not 1.5 stars.) The song selection is fine I guess, the amount of ads are annoying especially for mobile. The good quality of the Songs gets out weighed bu the tons and tons of ads. (Updated) Now I get more songs but 4-5 or even 6 ads. (Overal) Fine if you have money to waste on this app...",2,2026-06-30 09:07:28,0,9.1.60.1970
tnl.0 09 l 0m0 hii 9,3,2026-06-30 09:04:19,0,9.1.58.1567
"The song is cut off in the middle and some random song starts playing. moreover, some of the songs don't have any audio. Terrible experience.",1,2026-06-30 09:01:06,0,9.1.56.574
super .i like it.,5,2026-06-30 08:57:37,0,9.1.60.1970
"The music recommendations are always spot on. I love discovering new songs and podcasts every day. Additionally, the sound quality is among the best and my favorite feature in this app is that i can costumize the transition between the song.",5,2026-06-30 08:53:54,0,
best app for listening songs while doing another work and I don't get any ads,5,2026-06-30 08:53:18,0,9.1.60.1970
"I love this app, all I need are in this app and it doesn't consume data and battery. all premium songs that you can't see anywhere else are here. join me to enjoy music..",5,2026-06-30 08:51:21,0,9.1.52.1394
this app is extremely good,5,2026-06-30 08:50:29,0,9.1.60.1970
too mach ads,3,2026-06-30 08:48:28,0,9.1.60.1970
The only app where you can listen to music of your choice and taste without any mix but you have to sacrifice a small amount of your hatho ka mail (paisa) just 70 per month,5,2026-06-30 08:41:30,0,9.1.60.1970
"I will can not skip, this prime app an you will use this app",5,2026-06-30 08:36:03,0,9.1.52.1394
😲😳 WOW 😲😳,5,2026-06-30 08:27:50,0,9.1.60.1970
Well it put songs on my playlist that I didn't put.But otherwise it was good.,4,2026-06-30 08:25:20,0,9.1.60.1970
great,5,2026-06-30 08:21:27,0,9.1.60.1970
As a music app and has A LOT of ADS recommend for people who hate YouTube,5,2026-06-30 08:17:48,0,9.1.60.1970
I like the app but what annoys me is that it SHUFFLES my playlist! like let me listen to the order I put the songs in. please fix this Spotify! :(,4,2026-06-30 08:17:17,0,9.1.60.1970
There are too many ads and it doesn't allow you to relax and listen to music.,1,2026-06-30 08:16:43,1,9.1.60.1970
Been using it for over 10 years now and its getting better and better every year.,5,2026-06-30 08:14:05,0,9.1.60.1970
tuff,5,2026-06-30 08:13:19,0,9.1.60.1970
sahel,4,2026-06-30 08:12:08,0,9.1.60.1970
excellent app for hearing music on the go.,4,2026-06-30 08:09:45,0,9.1.60.1970
Great service with a very extensive library. I can access almost any track I can think of.,5,2026-06-30 08:05:21,0,9.0.68.632
best ever love using this app,5,2026-06-30 08:03:30,0,9.1.52.1394
My music go to. Get it if you don't have it. You'll be glad that you did.,5,2026-06-30 08:03:08,0,9.1.60.1970
good music playing app but the constant pop ups for premium are a real pain and are freaking irritating,3,2026-06-30 07:58:16,0,9.1.58.1567
de poca madre TT he Best community o bebés community de poca madre tatty at&t night 🌉🌃,5,2026-06-30 07:57:53,0,9.1.60.1970
"I am using this app from so long but now this app is asking me to buy premium to play my favourite song, now I am very disappointed i am uninstalling this app.",1,2026-06-30 07:56:24,0,9.1.56.574
Music is my thing and Spotify 😁,5,2026-06-30 07:52:34,0,8.8.96.364
Very bad after update bacause Not Play Previous not work side and back side song control and not refined interface very very bad 😡😡😡😡😡😡 I'm around 14 years se app hai spotify mari phon ma (Today I'm Uninstall this app and NOW 🤬🤬🤬🤬🤬🤬🤬🤬),1,2026-06-30 07:47:18,0,9.1.12.226
"This app isn't good, if it wasn't for the Bluetooth connection you can do inside the app, I would use YouTube Music that actually gives you a good recommendation of music based on your taste.",2,2026-06-30 07:42:08,0,9.1.60.1970
fading between tracks is cooked at the moment. my 10 month old could do a better job.,4,2026-06-30 07:40:24,78,9.1.60.1970
good and fun,5,2026-06-30 07:39:31,0,9.1.60.1970
Awesome,5,2026-06-30 07:38:41,0,
wow thank you rubi!!!!,5,2026-06-30 07:37:03,0,9.1.60.1970
I CAN'T DOWNLOAD SONGS IN SPOTIFY THAT IS MAIN REASON TO GIVE ONE STAR.,1,2026-06-30 07:35:47,0,
👌🆗ok,3,2026-06-30 07:34:16,0,9.1.58.1567
Playlist are not good they are not as my mood,1,2026-06-30 07:33:35,0,9.0.68.632
best platform for music and better than other competitor like gaana or jio music. Thanks SPOTIFY .😁,5,2026-06-30 07:29:49,0,9.1.60.1970
good,5,2026-06-30 07:29:37,0,9.1.58.1567
"Very superb. The music played here is super good. I got reminded of a no.of songs that I had spent a long time without listening to them, of my favourite international artists like Nicki, Beyonce, Tailor and the like 👍",5,2026-06-30 07:24:16,0,
"if price decrease , most people wil subscribe",5,2026-06-30 07:23:01,0,9.1.60.1970
"I highly recommend the free version, free trials, and paid subscription to others! I don't know how I ever lived without Spotify! I can listen to my old music, discover new upcoming artists, listen to my favorite musicians' personal playlists to update my own playlists, share playlists, and so much more! I appreciate the trial subscriptions and ability to choose a single account, a discounted student account, or a family subscription (up to 5 accounts @ one low price).",5,2026-06-30 07:20:45,0,
"Spotify is simply Spot ON ab mein is se jyada kya kahu mujhe ishq hai. hai toh hai tumko mirchi lagi toh tum bhi subscribe karlo acha mehsoos hoga arre mann lo meri baat RAVI RAWAT The Most Emerging Serial Social Entrepreneur of Bharat Awarded by Government of India OSD Goverment of Mahakaal Also OSD of NSA to PM of GoI Bharat IT, Cyber Security, Startups",5,2026-06-30 07:18:21,0,9.1.60.1970
The new widget is terrible. It constantly breaks and displays a loading screen instead and will not let me open the app through it. This was never a problem with the old widget that the developers disabled to force users onto their awful broken new widget. The new widget doesn't even add anything the old one didn't already offer.,1,2026-06-30 07:15:30,0,9.1.60.1970
adds disgusting,4,2026-06-30 07:10:18,0,9.1.58.1567
I love Spotify uhh I don't like the ads tho yeah.,4,2026-06-30 07:02:44,0,9.1.52.1394
"Used to be great, now there are way to many ads, and what's worse is you can't even play a song anymore, you have to play a suggested playlist based on that song, I'd rather just use youtube. It also won't let me choose a song when I want.",1,2026-06-30 07:01:40,0,9.1.50.1906
I can use this everyday!,5,2026-06-30 06:59:13,0,9.1.60.1970
Its a good music app,5,2026-06-30 06:55:12,0,9.1.56.574
too difficult to discover new music. it seems shuffle mode plays the same stuff in same order,1,2026-06-30 06:50:26,0,9.1.60.1970
nice 🙂🙂🙂🙂🙂🙂👍👍👍👍👍,5,2026-06-30 06:34:21,0,
I love it,5,2026-06-30 06:32:54,0,9.1.16.1450
exceptional,5,2026-06-30 06:30:10,0,9.1.60.1970
I have to force stop every time I want to use it since they added ai,1,2026-06-30 06:29:20,0,
"honestly one of the most used apps on my phone, I use it everyday, it's great for cleaning, work, hanging out with friends, ect.",5,2026-06-30 06:28:38,0,9.1.60.1970
"I wish I could leave negative stars. I've used Spotify for 13 years, and I have seen the platform completely disintegrate over that time. All complaints that have been left here by others are the same ones I have, but as a bonus, as of today I can only listen to one single song between ad rolls. Just one. Even a song under three minutes long. Spotify free is completely unusable. It is just a continuous slew of ads with a single song thrown in every once in awhile. It's time to move on.",1,2026-06-30 06:25:03,0,9.1.60.1970
wow,5,2026-06-30 06:24:07,0,9.1.60.1970
"Since the latest update, it's been frustrating to use. The currently playing widget/bar(?) thing inside the app and outside the app has stopped working after an ad plays, so I can't see what song I'm listening to. Restarting the app doesn't fix it. Restarting my phone doesn't fix it. The only temporary fix I've found is changing playlists - but as soon as another ad plays it's broken again. It displays all the ad info correctly, then breaks as soon as it goes back to music.",3,2026-06-30 06:22:55,0,9.1.60.1970
so good with premium,5,2026-06-30 06:20:41,0,9.1.60.1970
It is so cool I can listen to my playlist,5,2026-06-30 06:12:37,0,9.1.60.1970
"I have for a long time paid full price for this app. Recently I have Uninstalled and reinstalled a dozen or so times because it refuses to load. When it works it's awesome, but I haven't been able to use it recently",2,2026-06-30 06:12:15,0,9.1.60.1970
it's amazing,5,2026-06-30 05:54:23,0,9.1.60.1970
I love the app but I can't select the song by my own,4,2026-06-30 05:50:55,0,9.1.60.1970
good,5,2026-06-30 05:50:09,0,9.1.58.1567
ik vind de app opzich goed alleen ik heb premium maar krijg nogsteeds advertenties (die je niet kunt doorspoelen) waardoor de ervaring van de app gewoon niet leuk maken. zonder premium is de app ook niet zo heel erg fijn om te gebruiken om eerlijk te zijn.,3,2026-06-30 05:49:24,0,9.1.60.1970
good app for song listener's,5,2026-06-30 05:44:54,0,9.1.60.1970
nut,5,2026-06-30 05:37:49,0,
There's nothing I hate can complain about this app,5,2026-06-30 05:33:56,0,9.1.56.574
littered with AI generated artists and songs. you can barely listen to music on the free version due to limited skips and constant ads. they take money from artists. it may be free but if you care about the artists and hate generative AI I wouldn't recommend it.,1,2026-06-30 05:29:05,0,
Doesn't really treat you good if you don't have spotify premium,4,2026-06-30 05:26:33,1,9.1.60.1970
i don't think that yhis tlo,5,2026-06-30 05:24:16,0,9.1.60.1970
Great variety! Great choices!,5,2026-06-30 05:22:56,0,9.1.60.1970
good music u have 🆗👌👍more power!!,5,2026-06-30 05:18:52,0,9.1.58.1567
cool asf 😎,5,2026-06-30 05:18:31,0,
it's quite nice but the free plan sucks like you can't skip after a certain amount of skips and all that.but the annual stats thing is quite cool,4,2026-06-30 05:17:40,0,9.1.60.1970
ary bhae kia chez h yeh awesome,5,2026-06-30 05:17:12,0,
Great 😃👍,5,2026-06-30 05:15:58,0,
Nice!,5,2026-06-30 05:15:46,0,9.1.60.1970
I JUST THINK ITS PERFECT,5,2026-06-30 05:15:18,0,9.1.60.1970
offline music,5,2026-06-30 05:14:37,0,9.1.52.1394
cant chose a song to play after a certain amount of changes anymore revert this immediately,1,2026-06-30 05:14:14,0,9.1.60.1970
nice one,5,2026-06-30 05:07:58,0,9.1.58.1567
this app is really cool wen ur on premium,3,2026-06-30 05:05:20,0,9.1.56.574
excellent,5,2026-06-30 05:04:37,0,9.1.60.1970
"This is a very bad app, because here two two advisiterment come before and after every song due to which we are not able to feel any song properly...Please improve this...",1,2026-06-30 04:58:37,0,9.1.58.1567
"the new widget is kinda trash. it's always TRYING to play, or not loading correctly. I dont want to ""upgrade"" for a worse experience.",2,2026-06-30 04:56:12,0,9.1.60.1970
"Guys, can you PLEASE move the three dot menu down, near the ""download button"" BACK? This change literally serves NO purpose except for making the menu harder to reach. WHY?",4,2026-06-30 04:54:29,173,9.1.60.1970
skipping during play back,3,2026-06-30 04:54:29,0,8.9.24.633
it works. ads are excessive.,3,2026-06-30 04:51:19,0,9.1.60.1970
amazing it had all the song i wanted to listen to the only down side is you gotta pay for no ads,5,2026-06-30 04:49:28,0,9.1.60.1970
not working,2,2026-06-30 04:48:45,0,9.1.60.1970
"I like the app a lot, the only thing I don't like is needing the new widget to keep the widget I like on my home screen. The new one it requires is bulky and takes up more space on my screen. I like the one where I can just press play on the screen and it not take up half a page to show me other albums I can listen to. I have premium, and I like the unlimited skips and no ads, my only complaint is the changes widgets.",4,2026-06-30 04:47:47,0,9.1.60.1970
"it takes forever to open, load up Playlist and I can't use with certain apps open(like Pokémon, lords mobile, or games... sometimes ai chat apps too)",2,2026-06-30 04:46:11,0,9.1.60.1970
"Keep getting an error where Spotify says it's ""trying to play"" while playing. Have to open the app directly to change the song. Force stopping doesn't work for long. Clearing cache, etc.",3,2026-06-30 04:42:27,0,
ok,5,2026-06-30 04:41:43,0,9.1.60.1970
"spotify very good yes, I use everyday and I'm probably gonna have like 4,000 minutes for my wrapped yay",5,2026-06-30 04:34:39,0,9.1.52.1394
My favorite music app!,5,2026-06-30 04:33:58,0,9.1.60.1970
"The Family Plan setup needs a major update. Right now, only one parent gets to act as the plan manager, meaning only one person gets the audiobook time and account management control. In a family household, both parents should absolutely be able to manage the account and share those perks. Also, the AI music algorithm is incredibly frustrating compared to platforms like Pandora. It rarely plays what you actually want to hear unless you sit down and build your own playlist from scratch. Honestly,",1,2026-06-30 04:33:17,0,9.1.60.1970
nice working,5,2026-06-30 04:33:04,0,9.1.56.574
aver all good but I don't like that It block it from working to do a rating.,3,2026-06-30 04:26:15,0,9.1.60.1970
it's really awesome I love it,5,2026-06-30 04:25:16,0,9.1.60.1970
I like the fact that I can pick and choose songs. Your not stuck listening to a preloaded sound track.,5,2026-06-30 04:22:50,0,9.1.60.1970
premium should be free,4,2026-06-30 04:19:08,0,9.1.60.1970
I do wish the app wasn't run by zionists tho,5,2026-06-30 04:16:22,0,9.1.60.1970
"Spotify as a service itself is good, however, the Android app is an embarrassment. Even on a decent phone, it constantly freezes, takes ages to load and sometimes crashes. I often have to restart the app simply because a playlist is loading infinitely. Also, sometimes it just randomly starts playing songs when I'm not using the app. Earlier, I couldn't get it to play my songs, and about an hour later, to my surprise, music starts playing out of my phone without me doing anything! Appalling.",1,2026-06-30 04:15:32,0,9.1.60.1970
Spotify took me through a mountainous drive where there was no radio access,5,2026-06-30 04:11:00,0,9.1.60.1970
apps been terrible since the update. the widget is now useless unless it takes up.half your screen and doesn't work.,1,2026-06-30 04:02:57,0,9.1.60.1970
why I can't listening my playlist or albums,1,2026-06-30 04:02:24,0,9.1.60.1970
best music app I ever used,5,2026-06-30 04:01:49,0,9.1.60.1970
of,4,2026-06-30 03:56:59,0,
good,5,2026-06-30 03:54:03,0,9.1.60.1970
I used to listen in my music app but recently i downloaded spotify and used while in free After two or three updates i rather use my music app Spotify lock necessarily things like shuffle and skipping songs unlimited and gives you all of this in a premium spotify account It doesnt worth anymore,2,2026-06-30 03:53:54,0,9.1.60.1970
have had Spotify for years there's too many ads,4,2026-06-30 03:53:16,0,9.1.60.1970
I like the features. Impressive.,4,2026-06-30 03:36:42,0,9.1.60.1970
I like thu app,5,2026-06-30 03:35:09,0,9.0.62.622
it's good and all but after every song there is 45 seconds of ads. YouTube music gives you free premium for 3 months just for listening to it. They need to stop with the huge UNSKIPPABLE ad segments bc it's honestly not convincing me to buy the over priced premium,2,2026-06-30 03:34:51,0,9.1.60.1970
way to many adds,4,2026-06-30 03:32:01,0,9.1.60.1970
Good quality and so many setting for transitions. I recommend premium or you will get a lot of ads and there aren't many unreleased songs because they get banned.,4,2026-06-30 03:30:55,0,9.1.60.1970
it bicame so bad you can't play music whitout premium (at least it's like that for me),1,2026-06-30 03:29:28,0,9.1.60.1970
I love it,5,2026-06-30 03:26:37,0,
Battery 🔋 drainer FIX: UNINSTALLED WHEN I'M DONE WON'T STAY ON MUSIC,1,2026-06-30 03:23:50,0,9.1.60.1970
nice,4,2026-06-30 03:16:30,0,9.1.56.574
Everytime I open this app I stray further away from ever giving my credit card info to these sadistic money leeches.,1,2026-06-30 03:15:06,0,9.1.60.1970
very pleased now,5,2026-06-30 03:10:57,0,9.1.60.1970
at first I was enjoyed but the is annoying and we need premium for no ads and it's very expensive,1,2026-06-30 03:08:28,0,9.1.60.1970
"my music is playing but there's no sound, even when it's connected or not connected to Bluetooth, the sound level high, even tried the max volume and medium. but nothing works, I really want to listen to music, I'm even paying for the premium :(((",3,2026-06-30 03:07:44,32,9.1.60.1970
less ads this would be goated,4,2026-06-30 03:02:45,0,9.1.60.1970
perfect,5,2026-06-30 02:58:26,0,9.1.52.1394
excellent,5,2026-06-30 02:53:53,0,9.1.60.1970
"I swear they teamed up with companies like android to make life harder for us, these days phones don't even have a way to play songs in your files! I tried to play a song in my files and Spotify opened??? almost all the apps to play music you already have on your device are ridden with ads and Spotify is HORRIBLE I only use it because there's nothing else. I get using ads to pay artist but not being able to go back a song or move to a certain spot in a song without premium is RIDICULOUS!!",1,2026-06-30 02:53:52,0,9.1.60.1970
There are a lot of ads and I can't choose the song that I want!,1,2026-06-30 02:48:47,1,9.1.60.1970
"App becoming mroe buggy lately. The new widget seems to enter a state where it says 'tap to refresh' but tapping doesn't do anything. I had to replace the widget with a shortcut to the app or else I couldn't open it from my home screen. Edit: after trying the support steps (logging out, updating, restarting), I still see the same issue",3,2026-06-30 02:47:37,0,8.8.48.523
