review,rating,date,source,url
Yb better then Spotify,,2025-12-08T15:32:03Z,YouTube,https://www.youtube.com/watch?v=YlxlsQVLw3E&lc=UgzqLX9Iq5L1vSjtDVV4AaABAg
Zayn malik & anirudh,,2025-12-04T11:53:33Z,YouTube,https://www.youtube.com/watch?v=YlxlsQVLw3E&lc=UgwnP0McWM23HPZEP514AaABAg
AM Replay > Spotify Wrapped,,2025-12-06T12:10:01Z,YouTube,https://www.youtube.com/watch?v=YlxlsQVLw3E&lc=UgzjMdRcSX8KxWVYO9d4AaABAg
if central cee is in ur wrapped u need to grow tf up,,2025-12-06T02:12:42Z,YouTube,https://www.youtube.com/watch?v=YlxlsQVLw3E&lc=UgwsTboaKoLqJvkkEEx4AaABAg
no kidding my music age was 67 (iam 17),,2025-12-04T11:07:26Z,YouTube,https://www.youtube.com/watch?v=YlxlsQVLw3E&lc=Ugxf1LYtZTMHCMa2VnJ4AaABAg
I know none of these people except Ed Sheeran,,2025-12-03T23:21:32Z,YouTube,https://www.youtube.com/watch?v=YlxlsQVLw3E&lc=UgzZBaOdKrRhEX6sNHZ4AaABAg
960 views in 1 hour bro fell off,,2025-12-03T14:15:23Z,YouTube,https://www.youtube.com/watch?v=YlxlsQVLw3E&lc=UgxqEm0y9RugeXenWol4AaABAg
central cee top 0.08%fans,,2025-12-10T16:50:18Z,YouTube,https://www.youtube.com/watch?v=YlxlsQVLw3E&lc=UgwQEOEnniMPuuHDUBl4AaABAg
These aren't my favorite artists ☹️,,2025-12-03T22:13:11Z,YouTube,https://www.youtube.com/watch?v=YlxlsQVLw3E&lc=UgxEJoRdCno-bizceqB4AaABAg
tate mcrae should be here,,2026-01-26T05:44:23Z,YouTube,https://www.youtube.com/watch?v=YlxlsQVLw3E&lc=Ugwtx7sRi03cn7Mig914AaABAg
@Spotify I am not 40 vro,,2025-12-03T16:32:12Z,YouTube,https://www.youtube.com/watch?v=YlxlsQVLw3E&lc=Ugw6R0KSb7C6GBB8PSR4AaABAg
LET US SHARE THE WHOLE WRAPPED STORY NOT JUST INDIVIDUAL SCREENSHOTS. RUINED!!! Stupid,,2025-12-08T23:23:08Z,YouTube,https://www.youtube.com/watch?v=YlxlsQVLw3E&lc=UgzUMsBXSPJ_GXrDEPh4AaABAg
U guys failed once again lmfao none of these guys on my top 5,,2025-12-05T04:29:29Z,YouTube,https://www.youtube.com/watch?v=YlxlsQVLw3E&lc=UgyzeiRggBb7DJjjWwJ4AaABAg
Thats all manufactured crap where is the real music which is indie and rock,,2025-12-06T00:29:34Z,YouTube,https://www.youtube.com/watch?v=YlxlsQVLw3E&lc=Ugw2Dthw8CuZYVgODu14AaABAg
Central cee dropped the worst rap album of the year if we forgot…,,2025-12-06T15:38:06Z,YouTube,https://www.youtube.com/watch?v=YlxlsQVLw3E&lc=UgzxjeiJRBvcP6cp_z94AaABAg
